,title,authors,genre,published_year,average_rating
360,A Mulligan for Bobby Jobe,Robert Cullen,Fiction,2002.0,3.31
361,In the Footsteps of Mr. Kurtz,Michela Wrong,History,2002.0,3.98
362,Every Tongue Got to Confess,Zora Neale Hurston,Literary Criticism,2002.0,3.98
363,Kitchen Confidential,Anthony Bourdain,Biography & Autobiography,2000.0,4.06
364,One Matchless Time,Jay Parini,Biography & Autobiography,2005.0,3.97
365,The Girl in the Glass,Jeffrey Ford,Fiction,2005.0,3.72
366,The Best American Science Writing 2002,Matt Ridley;Alan Lightman,Science,2002.0,3.88
367,Wittgenstein's Poker,David Edmonds;John Eidinow,Philosophy,2002.0,3.75
368,Smart Discipline(R),Larry Koenig,Family & Relationships,2004.0,3.99
369,The Schopenhauer Cure,Irvin Yalom,Fiction,2006.0,4.21
370,African Nights,Kuki Gallmann,Biography & Autobiography,2000.0,3.8
371,The Autobiography of Mark Twain,Charles Neider,Biography & Autobiography,2000.0,4.05
372,Joy in the Morning,Betty Smith,Fiction,2000.0,3.9
373,Beauty,John O'Donohue,"Body, Mind & Spirit",2005.0,4.45
374,The Darling,Russell Banks,Fiction,2005.0,3.78
375,The Making of a Philosopher,Colin McGinn,Philosophy,2003.0,3.65
376,The Language Instinct,Steven Pinker,Language Arts & Disciplines,2000.0,4.05
377,Prodigal Summer,Barbara Kingsolver,Fiction,2001.0,4.0
378,Tales of the City,Armistead Maupin,Fiction,1989.0,4.04
379,Fear of Falling,Barbara Ehrenreich,Social Science,1989.0,3.9
380,The Hidden Hand,Carroll John Daly,Fiction,1992.0,3.43
381,Europe,Norman Davies,History,1998.0,4.17
382,Savage Inequalities,Jonathan Kozol,Education,1992.0,4.24
383,Gold Bug Variations,Richard Powers,Fiction,1992.0,4.13
384,Three Farmers on Their Way to a Dance,Richard Powers,Fiction,1992.0,3.84
385,The Fourteen Sisters of Emilio Montez O'Brien,Oscar Hijuelos,Fiction,1996.0,3.69
386,Fiskadoro,Denis Johnson,Fiction,1995.0,3.54
387,The Stars at Noon,Denis Johnson,Fiction,1995.0,3.59
388,Operation Wandering Soul,Richard Powers,Fiction,1994.0,3.62
389,Reasons to Live,Amy Hempel,Fiction,1995.0,4.16
390,Prisoner's Dilemma,Richard Powers,Fiction,1996.0,3.87
391,The God of Small Things,Arundhati Roy,Fiction,1998.0,3.93
392,Courtesans and Fishcakes,James Davidson,History,1999.0,3.93
393,Girlfriend in a Coma,Douglas Coupland,Fiction,1999.0,3.61
394,The Long Hard Road Out of Hell,Marilyn Manson;Neil Strauss,Biography & Autobiography,1999.0,3.89
395,Confessions of an Ugly Stepsister,Gregory Maguire,Fiction,2000.0,3.52
396,The Dirt,Tommy Lee;Vince Neil;Nikki Sixx;Mick Mars,Biography & Autobiography,2002.0,4.16
397,Life Is Elsewhere,Milan Kundera;Aaron Asher,Fiction,2000.0,3.95
398,Cat Laughing Last,Shirley Rousseau Murphy,Fiction,2002.0,4.21
399,The Crow: The Lazarus Heart,Poppy Z. Brite,Fiction,1999.0,3.7
400,Well of Darkness,Margaret Weis;Tracy Hickman,Fiction,2001.0,3.66
401,The Light Fantastic,Terry Pratchett,Fiction,2000.0,3.97
402,U.S.S. Seawolf,Patrick Robinson,Fiction,2001.0,3.94
403,Realms of Dragons,Margaret Weis;Denise Little;Tracy Hickman,Fiction,1999.0,4.04
404,The Player of Games,Iain Banks,Fiction,1997.0,4.27
405,My Soul to Keep,Tananarive Due,Fiction,1998.0,4.18
406,Peril's Gate,Janny Wurts,Fiction,2002.0,4.15
407,Fugitive Prince,Janny Wurts,Fiction,1998.0,3.88
408,Love in Vein,Poppy Z. Brite,Fiction,1995.0,3.6
409,Cat on the Edge,Shirley Rousseau Murphy,Fiction,1996.0,3.9
410,Cat in the Dark,Shirley Rousseau Murphy,Fiction,1999.0,4.25
411,Treasure Box,Orson Scott Card,Fiction,1997.0,3.32
412,Homebody,Orson Scott Card,Fiction,1999.0,3.39
413,Imajica II,Clive Barker,Fiction,1995.0,4.42
414,Choke,Stuart Woods,Fiction,1996.0,3.83
415,Dirt,Stuart Woods,Fiction,1997.0,3.88
416,Kilo Class,Patrick Robinson,Fiction,1999.0,4.04
417,Their Eyes Were Watching God,Zora Neale Hurston,Fiction,2006.0,3.9
418,A Tree Grows in Brooklyn,Betty Smith,Fiction,2006.0,4.26
419,One Hundred Years of Solitude,Gabriel Garcia Marquez,Fiction,2006.0,4.06
420,Daughter of Fortune,Isabel Allende,Fiction,2006.0,3.9
421,By the River Piedra I Sat Down and Wept,Paulo Coelho,Fiction,2006.0,3.57
422,The Alchemist,Paulo Coelho,Fiction,2006.0,3.85
423,Veronika Decides to Die,Paulo Coelho,Fiction,2006.0,3.7
424,Goodnight Moon 123,Margaret Wise Brown;Clement Hurd,Juvenile Fiction,2007.0,3.59
425,Charlotte's Web Signature Edition,E. B. White,Juvenile Fiction,2006.0,4.16
426,By Myself and Then Some,Lauren Bacall,Biography & Autobiography,2006.0,3.95
427,The Art of Loving,Erich Fromm,Self-Help,2006.0,4.03
428,Factotum tie-in,Charles Bukowski,Fiction,2006.0,3.96
429,The White Masai,Corinne Hofmann,Biography & Autobiography,2006.0,3.43
430,Mandy,Julie Andrews Edwards,Juvenile Fiction,2006.0,4.24
431,The Crusader,Paul Kengor,Political Science,2006.0,4.2
432,Spider's House,Paul Bowles,Fiction,2006.0,4.03
433,Days,Paul Bowles,Fiction,2006.0,3.3
434,Howl,Allen Ginsberg;Barry Miles,Poetry,2006.0,4.22
435,Coraline,Neil Gaiman,Fiction,2006.0,4.05
436,Points in Time,Paul Bowles,Fiction,2006.0,3.68
437,At the Edge,Cait London,Fiction,2007.0,3.79
438,Remind Me Again Why I Need A Man,Claudia Carroll,Fiction,2007.0,3.31
439,Stardust,Neil Gaiman,Fiction,2006.0,4.08
440,When the Heart Waits,Sue Monk Kidd,Religion,2006.0,4.17
441,The Gabriel Hounds,Mary Stewart,Fiction,2006.0,3.91
442,The Pact,Jodi Picoult,Fiction,2006.0,4.01
443,The Known World,Edward P. Jones,Fiction,2006.0,3.83
444,Ines of My Soul LP,Isabel Allende,Fiction,2006.0,3.92
445,Women,Charles Bukowski,Fiction,2007.0,3.87
446,Smithsonian Intimate Guide to Human Origins,Carl Zimmer,Social Science,2007.0,4.0
447,My secret,Frank Warren,Antiques & Collectibles,2006.0,4.34
448,The Secret Lives of Men and Women,Frank Warren,Self-Help,2007.0,4.37
449,To Kill a Mockingbird (slipcased edition),Harper Lee,Fiction,2006.0,4.27
450,The Complete C. S. Lewis Signature Classics,C. S. Lewis,Religion,2007.0,4.61
451,The End of Days,Zecharia Sitchin,History,2007.0,4.06
452,The Blue and Brown Books,Ludwig Wittgenstein,Philosophy,1965.0,4.13
453,The Pursuit of Happyness,Chris Gardner,Biography & Autobiography,2009.0,
454,What A Lady Wants,Victoria Alexander,Fiction,2009.0,
455,A Little Bit Wicked,Victoria Alexander,Fiction,2009.0,
456,The Wit and Wisdom of Winston Churchill,James C. Humes,History,2009.0,
457,"Sleep, Pale Sister",Joanne Harris,Fiction,2009.0,
458,Midnighters #2: Touching Darkness,Scott Westerfeld,Young Adult Fiction,2009.0,
459,The Queen of Attolia,Megan Whalen Turner,Young Adult Fiction,2009.0,
460,The Collected Poetry of Nikki Giovanni,Nikki Giovanni,Poetry,2009.0,
461,Sugarplums and Scandal,Dana Cameron;Mary Daheim;Lori Avocato;Kerrelyn Sparks;Suzanne Macpherson;Cait London,Fiction,2010.0,
462,"How to Buy, Sell, and Profit on eBay",Adam Ginsberg,Business & Economics,2010.0,
463,Owning Your Own Shadow,Robert A. Johnson,Self-Help,1993.0,4.07
464,The World's Religions,Huston Smith,History,1991.0,4.07
465,Muhammad,Karen Armstrong,Biography & Autobiography,1993.0,4.15
466,A Manual for Living,Epictetus,Religion,1994.0,4.22
467,The Pilgrimage,Paulo Coelho;Alan R. Clarke,Fiction,1995.0,3.65
468,The Valkyries,Paulo Coelho,Fiction,1996.0,3.31
469,Rainforest Home Remedies,Rosita Arvigo;Nadine Epstein,Health & Fitness,2001.0,4.12
470,A Circle of Quiet,Madeleine L'Engle,Religion,1984.0,4.21
471,Bulfinch's Mythology,Richard P. Martin,Reference,1991.0,4.1
472,Romanticism,Hugh Honour,Art,1979.0,3.73
473,Betsy-Tacy,Maud Hart Lovelace,Juvenile Fiction,1993.0,4.07
474,Betsy and Tacy Go Over the Big Hill,Maud Hart Lovelace,Juvenile Fiction,1993.0,4.17
475,Heaven to Betsy,Maud Hart Lovelace,Juvenile Fiction,1945.0,4.29
476,Let the Hurricane Roar,Rose Wilder Lane,Families,1985.0,3.96
477,The Wish Giver,Bill Brittain,Juvenile Fiction,1986.0,3.83
478,Racso and the Rats of NIMH,Jane Leslie Conly,Juvenile Fiction,1988.0,3.76
479,Child of the Owl,Laurence Yep,Juvenile Fiction,1990.0,3.6
480,"R-T, Margaret, and the Rats of NIMH",Jane Leslie Conly,Juvenile Fiction,1991.0,3.52
481,The Rainbow People,Laurence Yep,Juvenile Fiction,1992.0,3.75
482,Dragon's Gate,Laurence Yep,Juvenile Fiction,1995.0,3.67
483,Betsy's Wedding,Maud Hart Lovelace,Juvenile Fiction,1996.0,4.31
484,Betsy and the Great World,Maud Hart Lovelace,Juvenile Fiction,1996.0,4.13
485,Betsy and Joe,Maud Hart Lovelace,Juvenile Fiction,1995.0,4.31
486,Betsy Was a Junior,Maud Hart Lovelace,Juvenile Fiction,1995.0,4.17
487,Crazy Lady!,Jane Leslie Conly,Juvenile Fiction,1995.0,3.64
488,Strawberry Girl 60th Anniversary Edition,Lois Lenski,Juvenile Fiction,1995.0,3.86
489,Seven Spiders Spinning,Gregory Maguire,Juvenile Fiction,1995.0,3.61
490,American Dragons,Laurence Yep,Juvenile Fiction,1995.0,3.41
491,The Midwife's Apprentice (rpkg),Karen Cushman,Juvenile Fiction,1996.0,3.72
492,Winter on the Farm,Laura Ingalls Wilder,Juvenile Fiction,1997.0,4.13
493,Down to the Bonny Glen,Melissa Wiley,Juvenile Fiction,2001.0,4.14
494,Monster,Walter Dean Myers,Juvenile Fiction,2001.0,3.71
495,Emily of Deep Valley,Maud Hart Lovelace,Juvenile Fiction,2000.0,4.23
496,The Trumpet of the Swan,E. B. White,Juvenile Fiction,2000.0,4.07
497,The Good Liar,Gregory Maguire,Juvenile Fiction,2002.0,3.53
498,Old Town in the Green Groves,Cynthia Rylant;Jim LaMarche,Juvenile Fiction,2004.0,4.04
499,Howl's Moving Castle,Diana Wynne Jones,Juvenile Fiction,2001.0,4.3
500,Four Stupid Cupids,Gregory Maguire,Juvenile Fiction,2001.0,3.52
501,Charlotte's Web (full color),E. B. White,Juvenile Fiction,2001.0,4.16
502,Little House Friends,Heather Henson;Laura Ingalls Wilder,Juvenile Fiction,1998.0,3.99
503,Christmas Stories,Laura Ingalls Wilder,Juvenile Fiction,1998.0,4.22
504,Winter Days in the Big Woods,Laura Ingalls Wilder,Juvenile Fiction,1995.0,4.28
505,Christmas in the Big Woods,Laura Ingalls Wilder,Juvenile Fiction,1997.0,4.19
506,A Little House Birthday,Laura Ingalls Wilder,Juvenile Fiction,1998.0,4.13
507,The Deer in the Wood,Laura Ingalls Wilder,Juvenile Fiction,1999.0,4.17
508,A Little Prairie House,Laura Ingalls Wilder,Juvenile Fiction,1999.0,4.19
509,Grizzwold,Syd Hoff,Juvenile Fiction,1984.0,3.8
510,Chester,Syd Hoff,Juvenile Fiction,1986.0,3.75
511,Captain Cat,Syd Hoff,Juvenile Fiction,1994.0,3.66
512,My Little House Crafts Book,Carolyn Strom Collins,Juvenile Nonfiction,1998.0,4.05
513,Pioneer Girl,William Anderson,Juvenile Nonfiction,2000.0,4.15
514,Shade's Children (rack),Garth Nix,Juvenile Fiction,1998.0,3.9
515,All-American Girl,Meg Cabot,Juvenile Fiction,2003.0,3.74
516,Hexwood,Diana Wynne Jones,Young Adult Fiction,2002.0,3.99
517,A Light in the Attic Book and CD,Shel Silverstein,Juvenile Nonfiction,2001.0,4.34
518,The Chronicles of Narnia (adult),C. S. Lewis,Fiction,2001.0,4.26
519,What Would Machiavelli Do?,Stanley Bing,Humor,2002.0,3.46
520,The Sense of Wonder,Rachel Carson,Nature,1998.0,4.39
521,Virgin,James Patterson,Fiction,1980.0,3.86
522,Mission Possible,Ken Blanchard;Terry Waghorn,Business & Economics,1999.0,3.42
523,Crucial Conversations,Kerry Patterson;Joseph Grenny;Ron McMillan;Al Switzler,Business & Economics,2002.0,4.01
524,How to Talk to Anyone : 92 Little Tricks for Big Success in Relationships,Leil Lowndes,Family & Relationships,2003.0,3.78
525,"Easy French Reader, Second Edition",R. de Roussy de Sales,Foreign Language Study,2003.0,3.84
526,Slim to None,Jennifer Hendricks,Biography & Autobiography,2004.0,3.65
527,Practice Makes Perfect: Italian Verb Tenses,Paola Nanni-Tate,Foreign Language Study,2005.0,4.0
528,"Goodman & Gilman's The Pharmacological Basis of Therapeutics, Eleventh Edition",Laurence Brunton;John Lazo;Keith Parker,Medical,2005.0,
529,"Incident Response & Computer Forensics, 2nd Ed.",Kevin Mandia;Chris Prosise,Computers,2003.0,3.68
530,The Last Dance,Lynne Ann DeSpelder;Albert Lee Strickland,Social Science,2005.0,3.77
531,Heat and Mass Transfer,Yunus A. Çengel,Heat,2006.0,4.16
532,The Complete Works,Tacitus,History,1964.0,4.29
533,My Sweet-orange Tree,José Mauro de Vasconcelos,Juvenile Nonfiction,1983.0,4.39
534,Who Moved My Cheese?,Spencer Johnson,Self-Help,2002.0,3.78
535,How to Have a Beautiful Mind,Edward De Bono,Self-Help,2004.0,3.63
536,The Toy Maker,Anthony McReavy,Biography & Autobiography,2004.0,3.0
537,Darwin's Watch,Terry Pratchett;Ian Stewart;Jack Sidney Cohen,Cosmology,2006.0,3.94
538,A Time to Kill,John Grisham,Fiction,1992.0,4.06
539,"""Surely You're Joking, Mr. Feynman!""",Richard Phillips Feynman;Ralph Leighton,Physicists,1992.0,4.28
540,Timequake,Kurt Vonnegut,Fiction,1998.0,3.72
541,Blood and Gold,Anne Rice,Fiction,2002.0,3.89
542,An Imaginary Life,David Malouf,Australian fiction,1999.0,3.87
543,The Great World,David Malouf,Australia,1999.0,3.87
544,The Risk Pool,Richard Russo,Families,1998.0,4.03
545,Survivor,Chuck Palahniuk,American fiction,2000.0,3.92
546,Bagombo Snuff Box,Kurt Vonnegut,American fiction,2000.0,3.72
547,Ali and Nino,Kurban Said,Azerbaijan,2000.0,3.92
548,A Star Called Henry,Roddy Doyle,Dublin (Ireland),2000.0,3.83
549,Set this House on Fire,William Styron,Americans,2001.0,3.7
550,The Confessions of Nat Turner,William Styron,Slave insurrections,2004.0,3.97
551,Experience,Martin Amis,"Amis, Kingsley",2001.0,3.96
552,Hannibal,Thomas Harris,Dangerously mentally ill,2000.0,3.75
553,Operation Shylock,Philip Roth,American literature,1994.0,3.77
554,The First Forty-nine Stories,Ernest Hemingway,Fiction,1993.0,3.99
555,The Professor of Desire,Philip Roth,,1995.0,3.65
556,The Phantom Menace,Terry Brooks;George Lucas,Life on other planets,2000.0,3.56
557,Traitor,Matthew Woodring Stover,Science fiction,2002.0,4.0
558,Star by Star,Troy Denning,Life on other planets,2002.0,3.95
559,Fury,Salman Rushdie,Anger,2002.0,3.29
560,Yeats is Dead!,Joseph O'Connor,Comedy,2002.0,3.39
561,Choke,Chuck Palahniuk,Alzheimer's disease,2002.0,3.69
562,The Dying Animal,Philip Roth,College teachers,2002.0,3.62
563,Illusions,Richard Bach,Adventure stories,2001.0,4.15
564,In the Pond,Ha Jin,China,2002.0,3.71
565,How to Travel with a Salmon and Other Essays,Umberto Eco,Essays,2001.0,3.85
566,The Trial,Franz Kafka,Fiction,2001.0,3.98
567,Turtle Moon,Alice Hoffman,Mothers and sons,2002.0,3.82
568,Atonement,Ian McEwan,Atonement,2002.0,3.89
569,A Birthday for Frances,Russell Hoban,Badgers,1968.0,4.22
570,The Gangs of New York,Herbert Asbury,Gangs,2002.0,3.59
571,The Whore's Child and Other Stories,Richard Russo,Human behavior,2003.0,3.75
572,In Watermelon Sugar,Richard Brautigan,Social action,2002.0,4.02
573,Blackwood Farm,Anne Rice,Horror,2003.0,3.86
574,The Carpenter's Pencil,Manuel Rivas,Galicia (Spain : Region),2003.0,3.6
575,Sputnik Sweetheart,Haruki Murakami,Businesswomen,2002.0,3.82
576,"South of the Border, West of the Sun",Haruki Murakami,Domestic fiction,2003.0,3.87
577,The Elephant Vanishes,Haruki Murakami,Japan,2003.0,3.86
578,Dance Dance Dance,Haruki Murakami,Crime investigation,2003.0,4.04
579,The Rings of Saturn,Winfried Georg Sebald,"Authors, German",2002.0,4.26
580,Elephant,Raymond Carver,"Short stories, American",2003.0,4.11
581,"Will You Please be Quiet, Please",Raymond Carver,Short stories,2003.0,4.27
582,The Time of Our Singing,Richard Powers,African Americans,2004.0,4.24
583,The Spook's Apprentice,Joseph Delaney,Exorcism,2005.0,3.98
584,Human Traces,Sebastian Faulks,Europe,2006.0,3.63
585,Blood Canticle,Anne Rice,Horror tales,2004.0,3.72
586,Underground,Haruki Murakami,Cults,2003.0,3.9
587,Open House,Elizabeth Berg,Divorced women,2003.0,3.7
588,Like a Charm,Karin Slaughter,Bracelets,2004.0,3.5
589,Bleachers,John Grisham,Death,2004.0,3.47
590,Earthly Powers,Anthony Burgess,Fiction,2004.0,4.15
591,The Mummy,Anne Rice,Egyptologists,2004.0,3.83
592,Lasher,Anne Rice,Demonology,2004.0,3.85
593,Survivor's Quest,Timothy Zahn,Life on other planets,2005.0,3.97
594,Women Who Love Too Much,Robin Norwood,Alcoholics,2004.0,4.0
595,The Talisman Ring,Georgette Heyer,Great Britain,2005.0,4.0
596,The Convenient Marriage,Georgette Heyer,Fiction,2005.0,3.68
597,Lady of Quality,Georgette Heyer,Fiction,2005.0,3.87
598,A Very Long Engagement,Sébastien Japrisot,Feature films [DVD],2004.0,3.91
599,False Colours,Georgette Heyer,Brothers,2005.0,3.85
600,Sprig Muslin,Georgette Heyer,England,2005.0,3.79
601,Catch-22,Joseph Heller,Fiction,1994.0,3.98
602,The Quiet American,Graham Greene,Americans,2004.0,3.97
603,The Heart of the Matter,Graham Greene,Fiction,2004.0,3.99
604,The End of the Affair,Graham Greene,Adultery,2004.0,3.94
605,Enduring Love,Ian McEwan,Accidents,2004.0,3.63
606,For Whom the Bell Tolls,Ernest Hemingway,Americans,2005.0,3.96
607,Skipping Christmas,John Grisham,Christmas,2004.0,3.48
608,All Quiet on the Western Front,Erich Maria Remarque,"World War, 1914-1918",2005.0,3.95
609,Watermelon,Marian Keyes,Fiction,2005.0,3.78
610,The Invisible Writing,Arthur Koestler,"Authors, English",2005.0,4.35
611,Dublin 4,Maeve Binchy,Domestic fiction,2006.0,3.64
612,Circle of Friends,Maeve Binchy,College attendance,2006.0,4.02
613,"Victoria Line, Central Line",Maeve Binchy,London (England),2006.0,3.59
614,Firefly Summer,Maeve Binchy,Domestic fiction,2006.0,3.9
615,Airframe,Michael Crichton,Adventure stories,1997.0,3.7
616,Midnight's Children,Salman Rushdie,Children of the rich,1995.0,3.99
617,Sabbath's Theater,Philip Roth,American fiction,1996.0,3.85
618,Civilwarland in Bad Decline,George Saunders,Short stories,1997.0,4.22
619,Six Memos for the Next Millennium,Italo Calvino,Literature,1996.0,4.23
620,Total Recall,Piers Anthony,Fiction,1990.0,3.93
621,London Fields,Martin Amis,City and town life,1999.0,3.73
622,"Cry, the Beloved Country",Alan Paton,Classical fiction,2002.0,3.89
623,American Pastoral,Philip Roth,American literature,1998.0,3.92
624,Deception,Philip Roth,Adultery,1991.0,3.34
625,A Farewell to Arms,Ernest Hemingway,War,1994.0,3.8
626,Cross Stitch,Diana Gabaldon,Historical fiction,1992.0,4.22
627,Ratner's Star,Don DeLillo,Life on other planets,1976.0,3.49
628,Things Fall Apart,Chinua Achebe;Sandra Widner,Igbo (African people),2000.0,3.64
629,C++ Programmer's Notebook,James Edward Keogh;John Shapley Gray,Computers,2002.0,3.0
630,Java,Walter J. Savitch,Computers,2005.0,3.86
631,Leadership in Organizations,Gary A. Yukl,Business & Economics,2006.0,3.68
632,Organized Crime,Michael D. Lyman;Gary W. Potter,Law,2007.0,3.83
633,World Studies: Eastern Hemisphere,Heidi Hayes Jacobs;Pearson Prentice Hall;Kate Kinsella;Michal L. LeVasseur,Juvenile Nonfiction,2004.0,2.0
634,Astronomy,Eric Chaisson;Stephen McMillan,Mathematics,2006.0,3.85
635,The African-American Odyssey,Darlene Clark Hine;William C. Hine;Stanley Harrold,History,2005.0,3.95
636,The Visual Arts,Hugh Honour;John Fleming,Art,2005.0,3.82
637,Three Genres,Stephen Minot,Language Arts & Disciplines,2006.0,3.65
638,Data Structures and Abstractions with Java,Frank M. Carrano,Computers,2007.0,3.44
639,Social Psychology,Elliot Aronson;Timothy D. Wilson;Robin M. Akert,Psychology,2007.0,3.98
640,Big Money,Pelham G. Wodehouse,Fiction,1973.0,3.92
641,Kiss Kiss,Roald Dahl,Fiction,1962.0,4.11
642,The Nice and the Good,Iris Murdoch,Fiction,1978.0,3.84
643,Switch Bitch,Roald Dahl,Fiction,1976.0,4.0
644,The Pearl,John Steinbeck,,1987.0,3.64
645,My Uncle Oswald,Roald Dahl,Fiction,1980.0,3.9
646,Wodehouse on crime,,,1981.0,4.39
647,Water Music,T. Coraghessan Boyle,Fiction,1981.0,4.17
648,Roald Dahl's Book of Ghost Stories,Roald Dahl,"Ghost stories, American",1985.0,3.69
649,"I, Claudius and Claudius the God",Robert Graves,Autobiographical fiction,1986.0,4.43
650,The New York Trilogy,Paul Auster,,1987.0,3.79
651,The Pigeon,Patrick Süskind,Pigeons,1989.0,3.68
652,You Bright and Risen Angels,William T. Vollmann,Fiction,1988.0,4.08
653,Moon Palace,Paul Auster,Fiction,1989.0,3.98
654,The Job,William S. Burroughs,Biography & Autobiography,1989.0,4.05
655,Americana,Don DeLillo,Fiction,1989.0,3.43
656,Q E D,Richard Phillips Feynman,Electrons,1990.0,4.24
657,Love's Executioner,Irvin D. Yalom,Existential psychotherapy,1991.0,4.2
658,East is East,T. Coraghessan Boyle,Fiction,1991.0,3.64
659,Ways of Seeing,John Berger;Sven Blomberg;Chris Fox;Michael Dibb;Richard Hollis,Art,1972.0,3.78
660,Montaillou,Emmanuel Le Roy Ladurie,Albigenses,1990.0,3.97
661,L'usage de plaisirs,Michel Foucault,Sex,1992.0,4.07
662,Case Histories I,Sigmund Freud,Child analysis,1990.0,3.74
